# Field minima and maxima
# Time            	field             	min               	location(min)     	max               	location(max)     
1.21              	k                 	3.7201842714e-03	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.21              	p                 	-5.4640375655e-15	(-3.0800000000e-01 -7.5000000000e-01 -8.5000000000e-01)	9.6525652792e-16	(4.9200000000e-01 8.5000000000e-01 -5.0000000000e-02)
1.21              	omega             	5.9932415798e+00	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.22              	nut               	6.1914969196e-04	(5.9200000000e-01 -8.5000000000e-01 -6.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.22              	U                 	(1.0000000000e+00 -1.3882884452e-15 -2.0550972200e-15)	(4.4200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 9.8907693918e-16 7.8631791344e-16)	(5.4200000000e-01 8.5000000000e-01 7.5000000000e-01)
1.22              	k                 	3.7003238254e-03	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.22              	p                 	-6.9287079332e-15	(-3.0800000000e-01 8.5000000000e-01 1.0000000000e-01)	6.2032486602e-16	(1.1420000000e+00 -6.0000000000e-01 3.0000000000e-01)
1.22              	omega             	5.9636482177e+00	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.23              	nut               	6.1890359078e-04	(5.9200000000e-01 -8.5000000000e-01 -6.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.23              	U                 	(1.0000000000e+00 -1.4291799312e-15 -2.1571990877e-15)	(4.4200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 9.7664542691e-16 7.9042430149e-16)	(5.4200000000e-01 8.5000000000e-01 7.5000000000e-01)
1.23              	k                 	3.6806660344e-03	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.23              	p                 	-8.5927180401e-16	(9.9200000000e-01 8.5000000000e-01 8.5000000000e-01)	6.9691668821e-15	(-5.5800000000e-01 2.0000000000e-01 -8.5000000000e-01)
1.23              	omega             	5.9343458982e+00	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.24              	nut               	6.1864656352e-04	(6.4200000000e-01 -1.5000000000e-01 -4.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.24              	U                 	(1.0000000000e+00 -1.4521805030e-15 -2.2239682524e-15)	(4.4200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 1.0171396607e-15 7.3365867674e-16)	(5.4200000000e-01 8.5000000000e-01 7.5000000000e-01)
1.24              	k                 	3.6612078801e-03	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.24              	p                 	-4.4563005888e-15	(4.4200000000e-01 -8.5000000000e-01 -8.5000000000e-01)	2.3795252548e-15	(-5.5800000000e-01 8.5000000000e-01 2.0000000000e-01)
1.24              	omega             	5.9053304311e+00	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.25              	nut               	6.1837372843e-04	(6.4200000000e-01 -1.5000000000e-01 -4.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.25              	U                 	(1.0000000000e+00 -1.4723419691e-15 -2.2460566279e-15)	(4.4200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 2.7441368054e-16 4.2631548310e-16)	(-4.0800000000e-01 -2.5000000000e-01 8.5000000000e-01)
1.25              	k                 	3.6419464121e-03	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.25              	p                 	-9.8563505950e-15	(-5.5800000000e-01 8.5000000000e-01 6.5000000000e-01)	7.9375409983e-16	(1.0420000000e+00 -8.5000000000e-01 -8.5000000000e-01)
1.25              	omega             	5.8765977247e+00	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.26              	nut               	6.1810982912e-04	(6.4200000000e-01 -1.5000000000e-01 -4.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.26              	U                 	(1.0000000000e+00 -1.5281061243e-15 -2.2586533999e-15)	(4.4200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 4.8258252968e-16 6.4338766652e-16)	(3.9200000000e-01 8.5000000000e-01 4.5000000000e-01)
1.26              	k                 	3.6228787565e-03	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.26              	p                 	-1.2450203218e-15	(4.4200000000e-01 -8.5000000000e-01 -8.5000000000e-01)	5.6762654962e-15	(-8.0000000000e-03 -2.5000000000e-01 8.5000000000e-01)
1.26              	omega             	5.8481437927e+00	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.27              	nut               	6.1785543753e-04	(6.4200000000e-01 -1.5000000000e-01 -4.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.27              	U                 	(1.0000000000e+00 -1.5472127907e-15 -2.2743546809e-15)	(4.4200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 1.0088952548e-15 7.5179115272e-16)	(5.4200000000e-01 8.5000000000e-01 7.5000000000e-01)
1.27              	k                 	3.6040021041e-03	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.27              	p                 	-1.1860433266e-14	(-5.5800000000e-01 -7.0000000000e-01 -6.0000000000e-01)	4.5505435147e-16	(1.1420000000e+00 2.5000000000e-01 7.0000000000e-01)
1.27              	omega             	5.8199647747e+00	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.28              	nut               	6.1761106427e-04	(6.4200000000e-01 -1.5000000000e-01 -4.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.28              	U                 	(1.0000000000e+00 -1.7176983904e-15 -2.2724173847e-15)	(4.9200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 9.5372443322e-16 7.4529036148e-16)	(5.4200000000e-01 8.5000000000e-01 7.5000000000e-01)
1.28              	k                 	3.5853137157e-03	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.28              	p                 	-1.2628096301e-14	(-5.5800000000e-01 8.5000000000e-01 6.5000000000e-01)	7.0664216640e-16	(1.0920000000e+00 -7.0000000000e-01 0.0000000000e+00)
1.28              	omega             	5.7920569836e+00	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.29              	nut               	6.1737715262e-04	(6.4200000000e-01 -5.0000000000e-01 0.0000000000e+00)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.29              	U                 	(1.0000000000e+00 -1.7284488338e-15 -2.3142641087e-15)	(4.9200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 9.7895144019e-16 7.1225794437e-16)	(5.4200000000e-01 8.5000000000e-01 7.5000000000e-01)
1.29              	k                 	3.5668109245e-03	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.29              	p                 	-5.1414467455e-16	(1.1420000000e+00 8.5000000000e-01 -8.5000000000e-01)	1.4076767991e-14	(-5.5800000000e-01 -8.5000000000e-01 5.0000000000e-01)
1.29              	omega             	5.7644168297e+00	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.3               	nut               	6.1710770634e-04	(6.9200000000e-01 8.5000000000e-01 7.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.3               	U                 	(1.0000000000e+00 -1.7515415920e-15 -2.3550119017e-15)	(4.9200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 1.0996609477e-15 7.1254959870e-16)	(4.9200000000e-01 8.5000000000e-01 6.5000000000e-01)
1.3               	k                 	3.5484911906e-03	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.3               	p                 	-1.2038750672e-14	(-3.0800000000e-01 -8.5000000000e-01 -8.5000000000e-01)	3.5563039045e-16	(1.1420000000e+00 -5.5000000000e-01 0.0000000000e+00)
1.3               	omega             	5.7370408636e+00	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.31              	nut               	6.1684634761e-04	(6.9200000000e-01 8.5000000000e-01 7.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.31              	U                 	(1.0000000000e+00 -1.7121788038e-15 -2.0317496785e-15)	(5.4200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 1.1916996405e-15 7.3470186972e-16)	(6.4200000000e-01 6.5000000000e-01 8.5000000000e-01)
1.31              	k                 	3.5303520436e-03	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.31              	p                 	-1.2998934757e-14	(-5.5800000000e-01 8.5000000000e-01 7.0000000000e-01)	3.8339270413e-16	(1.1420000000e+00 4.5000000000e-01 -8.5000000000e-01)
1.31              	omega             	5.7099258308e+00	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.32              	nut               	6.1659411622e-04	(6.9200000000e-01 8.5000000000e-01 7.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.32              	U                 	(1.0000000000e+00 -1.7322984648e-15 -2.3403103696e-15)	(4.9200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 8.2723127145e-16 8.9710470530e-16)	(6.9200000000e-01 8.5000000000e-01 7.5000000000e-01)
1.32              	k                 	3.5123910969e-03	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.32              	p                 	-6.5611442412e-16	(1.1420000000e+00 8.5000000000e-01 -8.5000000000e-01)	1.2511423353e-14	(-5.0800000000e-01 5.0000000000e-02 5.0000000000e-02)
1.32              	omega             	5.6830690068e+00	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.33              	nut               	6.1635151524e-04	(6.9200000000e-01 8.5000000000e-01 7.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.33              	U                 	(1.0000000000e+00 -1.6775120041e-15 -2.3530341468e-15)	(4.9200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 9.7832843538e-16 6.1197573392e-16)	(5.4200000000e-01 8.5000000000e-01 7.5000000000e-01)
1.33              	k                 	3.4946060607e-03	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.33              	p                 	-1.4622458129e-14	(-5.5800000000e-01 -7.0000000000e-01 0.0000000000e+00)	2.2465642874e-16	(1.1420000000e+00 4.5000000000e-01 8.5000000000e-01)
1.33              	omega             	5.6564676557e+00	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.34              	nut               	6.1611898480e-04	(6.9200000000e-01 8.5000000000e-01 7.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.34              	U                 	(1.0000000000e+00 -1.7100935892e-15 -2.1300869518e-15)	(5.4200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 5.9111558336e-16 1.3087728547e-15)	(4.9200000000e-01 8.5000000000e-01 5.0000000000e-01)
1.34              	k                 	3.4769949369e-03	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.34              	p                 	-6.8336043505e-15	(-5.5800000000e-01 8.5000000000e-01 8.0000000000e-01)	1.6217787644e-15	(4.9200000000e-01 -1.0000000000e-01 -8.5000000000e-01)
1.34              	omega             	5.6301192802e+00	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.35              	nut               	6.1587305936e-04	(7.4200000000e-01 4.0000000000e-01 -1.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.35              	U                 	(1.0000000000e+00 -1.6821491702e-15 -2.1432183566e-15)	(5.4200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 5.7350262530e-16 1.2831908339e-15)	(4.9200000000e-01 8.5000000000e-01 5.0000000000e-01)
1.35              	k                 	3.4595558929e-03	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.35              	p                 	-5.4018317444e-16	(1.1420000000e+00 8.5000000000e-01 -6.5000000000e-01)	9.3980564239e-15	(-1.0800000000e-01 -1.5000000000e-01 7.5000000000e-01)
1.35              	omega             	5.6040216441e+00	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.36              	nut               	6.1561422520e-04	(7.4200000000e-01 4.0000000000e-01 -1.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.36              	U                 	(1.0000000000e+00 -1.5347160600e-15 -1.5653556858e-15)	(6.9200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 5.2681054101e-16 1.1701528481e-15)	(4.9200000000e-01 8.5000000000e-01 5.0000000000e-01)
1.36              	k                 	3.4422871589e-03	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.36              	p                 	-1.3512299479e-14	(-5.5800000000e-01 -3.5000000000e-01 3.5000000000e-01)	2.4110754056e-16	(1.1420000000e+00 -6.0000000000e-01 -4.0000000000e-01)
1.36              	omega             	5.5781736624e+00	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.37              	nut               	6.1536416203e-04	(7.4200000000e-01 4.0000000000e-01 -1.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.37              	U                 	(1.0000000000e+00 -1.6635106757e-15 -2.2202736498e-15)	(5.4200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 5.3708177831e-16 1.1473694136e-15)	(4.9200000000e-01 8.5000000000e-01 5.0000000000e-01)
1.37              	k                 	3.4251871209e-03	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.37              	p                 	-6.6700128478e-16	(1.0920000000e+00 6.0000000000e-01 -6.0000000000e-01)	5.4734279237e-15	(-1.0800000000e-01 -2.0000000000e-01 -5.0000000000e-01)
1.37              	omega             	5.5525772019e+00	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.38              	nut               	6.1512336495e-04	(7.4200000000e-01 4.0000000000e-01 -1.5000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.38              	U                 	(1.0000000000e+00 -1.6364494851e-15 -1.8801075553e-15)	(5.9200000000e-01 -8.5000000000e-01 -8.0000000000e-01)	(1.0000000000e+00 3.4730550584e-16 6.6015490926e-16)	(-4.0800000000e-01 8.5000000000e-01 4.5000000000e-01)
1.38              	k                 	3.4082543382e-03	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.38              	p                 	-7.4975335327e-16	(1.0920000000e+00 6.0000000000e-01 -6.0000000000e-01)	7.6828246473e-15	(-5.5800000000e-01 8.5000000000e-01 8.5000000000e-01)
1.38              	omega             	5.5272348022e+00	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.39              	nut               	6.1489227008e-04	(7.4200000000e-01 4.0000000000e-01 2.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.39              	U                 	(1.0000000000e+00 -2.5506723331e-15 -1.3185067338e-15)	(5.4200000000e-01 -8.0000000000e-01 -8.5000000000e-01)	(1.0000000000e+00 3.5710400936e-16 6.5522371941e-16)	(-4.0800000000e-01 8.5000000000e-01 4.5000000000e-01)
1.39              	k                 	3.3914891060e-03	(1.1420000000e+00 8.0000000000e-01 8.5000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.39              	p                 	-1.2629977733e-14	(-5.5800000000e-01 2.5000000000e-01 0.0000000000e+00)	3.4779752083e-16	(1.0920000000e+00 8.0000000000e-01 8.5000000000e-01)
1.39              	omega             	5.5021496634e+00	(1.1420000000e+00 7.0000000000e-01 7.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.4               	nut               	6.1466833551e-04	(7.9200000000e-01 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.4               	U                 	(1.0000000000e+00 -1.9853399000e-15 -1.2519611060e-15)	(6.9200000000e-01 -8.0000000000e-01 -8.5000000000e-01)	(1.0000000000e+00 3.6048122187e-16 6.7378658793e-16)	(-4.0800000000e-01 8.5000000000e-01 4.5000000000e-01)
1.4               	k                 	3.3748923951e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.4               	p                 	-4.3069065133e-15	(-5.5800000000e-01 8.5000000000e-01 7.0000000000e-01)	3.6916841689e-15	(1.4200000000e-01 8.5000000000e-01 -8.5000000000e-01)
1.4               	omega             	5.4773256916e+00	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.41              	nut               	6.1441200550e-04	(7.9200000000e-01 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.41              	U                 	(1.0000000000e+00 -2.4482648286e-15 -1.4149980025e-15)	(5.9200000000e-01 -8.0000000000e-01 -8.5000000000e-01)	(1.0000000000e+00 3.9071295149e-16 6.5360237270e-16)	(-4.0800000000e-01 8.5000000000e-01 4.5000000000e-01)
1.41              	k                 	3.3584673784e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.41              	p                 	-9.1060517415e-16	(1.0920000000e+00 -3.5000000000e-01 -8.5000000000e-01)	7.4591508560e-15	(-5.5800000000e-01 8.5000000000e-01 1.5000000000e-01)
1.41              	omega             	5.4527675407e+00	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.5000000000e+01	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.42              	nut               	6.1416411181e-04	(7.9200000000e-01 8.5000000000e-01 8.0000000000e-01)	6.6666666667e-04	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
1.42              	U                 	(1.0000000000e+00 -2.1113604997e-15 -1.3311006403e-15)	(6.4200000000e-01 -8.0000000000e-01 -8.5000000000e-01)	(1.0000000000e+00 3.8500585027e-16 5.8206425386e-16)	(-4.0800000000e-01 8.5000000000e-01 4.5000000000e-01)
1.42              	k                 	3.3422165818e-03	(1.1420000000e+00 8.5000000000e-01 8.0000000000e-01)	1.0000000000e-02	(-5.8300000000e-01 -8.5000000000e-01 -8.5000000000e-01)
